,Suburb,Site,Exposure period,Notes,Date added,Health advice,date_exposure,date_added,tier,date_delay
306,Suburb Mill Park,Site Bunnings Warehouse 761 Plenty Road Mill Park VIC 3082,Exposure period 20/05/2021 4:00pm - 6:30pm,Notes Case attended venue,Date added 25/05/2021 9:45pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-20,2021-05-25,2,5
307,Suburb Thomastown,Site ACTROL (Retail Store- refrigerator and airconditioning parts) 13-17 Brand Drive Thomastown VIC 3074,Exposure period 17/05/2021 12:00pm - 1:30pm,Notes Case attended venue,Date added 25/05/2021 9:45pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-17,2021-05-25,2,8
308,Suburb Epping,"Site Nando's Epping (Dalton Rd) Shop 17 Dalton Village, 351-371 Dalton Road Epping VIC 3076",Exposure period 19/05/2021 8:30pm - 9:20pm,Notes Case attended venue,Date added 24/05/2021 9:35pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-19,2021-05-24,1,5
309,Suburb Brunswick,Site Futsal Brunswick 409 Victoria Street Brunswick VIC 3056,Exposure period 23/05/2021 9:00am - 10:00am,Notes Case attended venue. The Department may provide you with specific advice depending on what activity you participated in at this exposure site.,Date added 24/05/2021 9:09pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-24,2,1
310,Suburb Epping,"Site Urban Diner Food Court, Pacific Epping Shopping Centre 571-583 High Street Epping VIC 3076",Exposure period 23/05/2021 1:15pm - 2:30pm,Notes Case attended Urban Diner Food Court - inside location (not outside dining precinct with individual restaurants),Date added 24/05/2021 9:05pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-24,2,1
311,Suburb Epping,Site House and Party (store) 2 Lyndarum Drive Epping VIC 3076,Exposure period 22/05/2021 5:15pm - 5:50pm,Notes Case attended venue,Date added 24/05/2021 8:47pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-24,2,2
312,Suburb Reservoir,Site B.T. Connor Reserve 200 Broadhurst Avenue Reservoir VIC 3073,Exposure period 21/05/2021 8:00pm - 11:30pm,Notes Case attended venue,Date added 24/05/2021 8:32pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-21,2021-05-24,2,3
313,Suburb Epping,Site Epping North Shopping Centre 2 Lyndarum Drive Epping VIC 3076,Exposure period 22/05/2021 4:45pm - 5:50pm,Notes Case attended venue,Date added 24/05/2021 8:31pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-24,2,2
314,Suburb Epping,Site JMD Grocers & Sweets 768 High Street Epping VIC 3076,Exposure period 17/05/2021 10:30am - 1:00pm,Notes Case attended venue,Date added 24/05/2021 4:30pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-17,2021-05-24,1,7
315,Suburb Epping,Site The Furniture Trader 102-120 Cooper Street Epping VIC 3076,Exposure period 18/05/2021 12:00pm - 12:50pm,Notes Case attended venue,Date added 24/05/2021 4:30pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-18,2021-05-24,1,6
316,Suburb Thomastown,Site White Line Automotive 2/28 Lipton Drive Thomastown VIC 3074,Exposure period 20/05/2021 12:00pm - 1:30pm,Notes Case attended venue,Date added 24/05/2021 4:30pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-20,2021-05-24,2,4
317,Suburb Epping,"Site Woolworths Epping North Shop 13, 2 Lyndarum Drive Epping VIC 3076",Exposure period 22/05/2021 4:45pm - 5:45pm,Notes Case attended venue,Date added 24/05/2021 4:19pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-24,1,2
318,Suburb Bundoora,Site Jump! Swim Schools Bundoora 4/37 The Concord Bundoora VIC 3083,Exposure period 21/05/2021 8:55am - 10:15am,Notes Case attended venue,Date added 24/05/2021 4:07pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-21,2021-05-24,1,3
319,Suburb Clifton Hill,Site McDonald's Clifton Hill - Dine-in Only 199 Queens Parade Clifton Hill VIC 3068,Exposure period 22/05/2021 6:00pm - 7:00pm,Notes Case dined inside venue,Date added 24/05/2021 12:50pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-24,1,2
320,Suburb Epping,Site ALDI Epping 347-371 Dalton Road Epping VIC 3076,Exposure period 23/05/2021 6:00pm - 7:30pm,Notes Case attended venue,Date added 24/05/2021 12:50pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-24,2,1
321,Suburb Epping,"Site Chemist Depot Epping, Pacific Epping Shoping Centre 571-583 High Street Epping VIC 3076",Exposure period 23/05/2021 11:15am - 12:00pm,Notes Case attended venue,Date added 24/05/2021 12:50pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-24,2,1
322,Suburb Maribyrnong,"Site Highpoint Shopping Centre, all other areas on Levels 2 and 3 excluding specific shops listed as Tier 1 sites Levels 2 & 3, 120-200 Rosamond Road Maribyrnong VIC 3032",Exposure period 20/05/2021 5:15pm - 6:35pm,"Notes Case attended venue. If you attended one of the shops listed as Tier 1 (Lush Cosmetics, Toyworld, Smiggle, Kidstuff, Ishka), see specific shop instructions",Date added 24/05/2021 12:50pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-20,2021-05-24,2,4
323,Suburb Maribyrnong,"Site Ishka, Highpoint Shopping Centre Level 2, 120-200 Rosamond Road Maribyrnong VIC 3032",Exposure period 20/05/2021 5:45pm - 6:20pm,Notes Case attended venue,Date added 24/05/2021 12:50pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-20,2021-05-24,1,4
324,Suburb Maribyrnong,"Site Kidstuff, Highpoint Shopping Centre Level 2, 120-200 Rosamond Road Maribyrnong VIC 3032",Exposure period 20/05/2021 5:20pm - 5:55pm,Notes Case attended venue,Date added 24/05/2021 12:50pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-20,2021-05-24,1,4
325,Suburb Maribyrnong,"Site Lush Cosmetics, Highpoint Shopping Centre Level 2, 120-200 Rosamond Road Maribyrnong VIC 3032",Exposure period 20/05/2021 6:05pm - 6:35pm,Notes Case attended venue,Date added 24/05/2021 12:50pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-20,2021-05-24,1,4
326,Suburb Maribyrnong,"Site Smiggle, Highpoint Shopping Centre Level 3, 120-200 Rosamond Road Maribyrnong VIC 3032",Exposure period 20/05/2021 5:55pm - 6:30pm,Notes Case attended venue,Date added 24/05/2021 12:50pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-20,2021-05-24,1,4
327,Suburb Maribyrnong,"Site Toyworld, Highpoint Shopping Centre Level 2, 120-200 Rosamond Road Maribyrnong VIC 3032",Exposure period 20/05/2021 5:30pm - 6:20pm,Notes Case attended venue,Date added 24/05/2021 12:50pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-20,2021-05-24,1,4
328,Suburb Melbourne,Site Bamboo House 47 Little Bourke Street Melbourne VIC 3000,Exposure period 21/05/2021 11:00am - 11:50am,Notes Case attended venue,Date added 24/05/2021 12:50pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-21,2021-05-24,1,3
329,Suburb Preston,Site Adams Reserve Playground Milton Crescent Preston VIC 3072,Exposure period 23/05/2021 2:15pm - 3:45pm,Notes Case attended venue,Date added 24/05/2021 12:50pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-24,2,1
630,Suburb Preston,Site ALDI Preston South 15 Dundas Street Preston VIC 3072,Exposure period 23/05/2021 3:45pm - 4:25pm,Notes Case attended venue,Date added 24/05/2021 12:50pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-24,2,1
631,Suburb Reservoir,Site P & C Indian Grocery & Convenience Store 246 Broadway Reservoir VIC 3073,Exposure period 22/05/2021 6:00pm - 7:00pm,Notes Case attended venue,Date added 22/05/2021 11:32pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-22,2,0
632,Suburb Reservoir,Site Shell Coles Express Reservoir 192-202 Broadway & Whitelaw Street Reservoir VIC 3073,Exposure period 18/05/2021 3:15pm - 4:15pm,Notes Case attended venue,Date added 18/05/2021 8:31pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-18,2021-05-18,2,0
