,_id,Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24,tier,date_delay
66,66,Craigieburn,Okami Restaurant ,D2/420-444 Craigieburn Road,VIC,3064,2021-05-23,23/05/2021,5:00pm - 7:00pm,case attended venue,2021-06-11,11/06/2021,07:19:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:00:00,19:00:00,2,19.0
67,67,Hillside,Reform Health Osteopath ,14/3 Gourlay Road,VIC,3037,2021-05-24,24/05/2021,10:00am - 10:40am,case attended venue,2021-06-11,11/06/2021,19:21:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:00:00,10:40:00,2,18.0
68,68,North Melbourne,The Leveson Restaurant and Bar,46 Leveson Street,VIC,3051,2021-05-22,22/05/2021,6:00pm - 9:00pm,case attended venue,2021-06-11,11/06/2021,19:23:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:00:00,21:00:00,2,20.0
69,69,Hillside,The Sugar Gum Hotel,2 Gourlay Road,VIC,3037,2021-05-21,21/05/2021,7:00pm - 9:30pm,case attended venue,2021-06-11,11/06/2021,19:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",19:00:00,21:30:00,2,21.0
70,70,Burnside,Burnside Hub Shopping Centre - Angry Beans Cafe ,15-25 Westwood Drive ,VIC,3023,2021-05-21,21/05/2021,9:40am - 9:45am,case attended venue,2021-06-11,11/06/2021,19:27:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:40:00,09:45:00,2,21.0
71,71,Burnside,Burnside Hub Shopping Centre - Thio Eyecare Shop ,"Shop 9, 15-25 Westwood Drive",VIC,3023,2021-05-21,21/05/2021,9:40am - 10:15am,case attended venue,2021-06-11,11/06/2021,19:29:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:40:00,10:15:00,2,21.0
72,72,Burnside,Burnside Hub Shopping Centre - Chemist Warehouse,"Shop 18, 15-25 Westwood Drive",VIC,3023,2021-05-21,21/05/2021,9:30am - 9:40am,case attended venue,2021-06-11,11/06/2021,19:32:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:30:00,09:40:00,2,21.0
73,73,Reservoir,Summer Hill Shopping Village - Summerhill Medical Centre,Shop 18A/830 Plenty Road,VIC,3073,2021-06-05,05/06/2021,8:45am - 10:30am,case attended venue,2021-06-11,11/06/2021,19:35:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:45:00,10:30:00,1,6.0
74,74,Thornbury,Souvlaki GR Thornbury,665 High Street,VIC,3071,2021-06-07,07/06/2021,8:14pm - 8:54pm,case attended venue,2021-06-11,11/06/2021,19:38:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",20:14:00,20:54:00,2,4.0
75,75,Hillside,Reform Health Osteopath ,14/3 Gourlay Road,VIC,3037,2021-05-26,26/05/2021,2:55pm - 3:40pm,case attended venue,2021-06-11,11/06/2021,21:37:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:55:00,15:40:00,2,16.0
76,76,Thomastown,Rexel Aust,1/161 Settlement Road,VIC,3074,2021-05-19,19/05/2021,6:30am - 4:00pm,case attended venue,2021-06-11,11/06/2021,22:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:30:00,16:00:00,2,23.0
77,77,Thomastown,Rexel Aust,1/161 Settlement Road,VIC,3074,2021-05-20,20/05/2021,6:30am - 4:00pm,case attended venue,2021-06-11,11/06/2021,22:11:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:30:00,16:00:00,2,22.0
78,79,Docklands,Potto Docklands,Shop T1/201 Spencer St,VIC,3008,2021-05-18,18/05/2021,11:30am - 12:00pm,case attended venue,2021-06-11,11/06/2021,22:14:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:30:00,12:00:00,2,24.0
79,80,Taylors Hill,United Chemists Taylors Hill,"Shop 8, Corner Gourlay Road & Hume Drive",VIC,3037,2021-05-27,27/05/2021,3:00pm - 3:30pm,case attended venue,2021-06-11,11/06/2021,22:16:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,15:30:00,2,15.0
80,81,Taylors Hill,Taylors Hill Medical Clinic,"Shop 1, Cnr Gourlay Rd & Hume Drive",VIC,3037,2021-05-25,25/05/2021,10:00am - 11:00am,case attended venue,2021-06-11,11/06/2021,22:19:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:00:00,11:00:00,2,17.0
81,82,Taylors Hill,Taylors Hill Medical Clinic,"Shop 1, Cnr Gourlay Rd & Hume Drive",VIC,3037,2021-05-27,27/05/2021,11:45am - 12:45pm,case attended venue,2021-06-11,11/06/2021,22:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:45:00,12:45:00,2,15.0
82,83,Taylors Hill,Coles Express ,127 Gourlay Road,VIC,3037,2021-05-31,31/05/2021,4:30pm - 5:00pm,case attended venue,2021-06-11,11/06/2021,22:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:30:00,17:00:00,2,11.0
83,84,Taylors Lakes,mycar Tyre and Auto Sydenham,399 Melton Highway,VIC,3038,2021-05-31,31/05/2021,2:30pm - 4:15pm,Case attended venue,2021-06-11,11/06/2021,14:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:30:00,16:15:00,2,11.0
84,85,Southbank,Woolworths Melbourne Square,Shop 1/10 Hoff Boulevard,VIC,3006,2021-06-08,08/06/2021,4:00pm - 5:30pm,Case attended venue,2021-06-12,12/06/2021,17:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,17:30:00,2,4.0
85,86,Southbank,McDonald's Freshwater Place,Freshwater Pl,VIC,3006,2021-06-11,11/06/2021,5:00pm - 5:30pm,Case attended venue,2021-06-12,12/06/2021,17:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:00:00,17:30:00,2,1.0
86,87,Southbank,Boyd Community Hub,207 City Rd,VIC,3006,2021-06-08,08/06/2021,2:45pm - 3:45pm,Case attended venue,2021-06-12,12/06/2021,17:00:01,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:45:00,15:45:00,2,4.0
87,88,Southbank,Boyd Community Hub - Maternal Child & Family Health Services,207 City Rd,VIC,3006,2021-06-08,08/06/2021,2:45pm - 3:45pm,Case attended venue,2021-06-12,12/06/2021,17:00:01,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:45:00,15:45:00,1,4.0
88,89,Southbank,Boyd Community Hub - Park play area,207 City Rd,VIC,3006,2021-06-08,08/06/2021,3:30pm - 4:30pm,Case attended venue,2021-06-12,12/06/2021,17:00:01,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:30:00,16:30:00,2,4.0
89,90,Docklands,Medibank - Docklands,"Level 7, 720 Bourke St",VIC,3008,2021-05-18,18/05/2021,7:45am - 4:15pm,Case attended venue,2021-06-12,12/06/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:45:00,16:15:00,2,25.0
90,91,Southbank,4 Freshwater Place (commercial/office building),4 Freshwater Place,VIC,3006,2021-06-11,11/06/2021,8:40am - 9:25am,Case attended venue,2021-06-13,13/06/2021,16:49:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:40:00,09:25:00,2,2.0
91,92,Southbank,4 Freshwater Place (commercial/office building),4 Freshwater Place,VIC,3006,2021-06-11,11/06/2021,4:50pm - 5:40pm,Case attended venue,2021-06-13,13/06/2021,16:49:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:50:00,17:40:00,2,2.0
92,93,Southbank,4 Freshwater Place (commercial/office building),4 Freshwater Place,VIC,3006,2021-06-10,10/06/2021,8:40am - 9:25am,Case attended venue,2021-06-13,13/06/2021,16:49:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:40:00,09:25:00,2,3.0
93,94,Southbank,4 Freshwater Place (commercial/office building),4 Freshwater Place,VIC,3006,2021-06-10,10/06/2021,4:35pm - 5:30pm,Case attended venue,2021-06-13,13/06/2021,16:49:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:35:00,17:30:00,2,3.0
94,95,Southbank,4 Freshwater Place (commercial/office building),4 Freshwater Place,VIC,3006,2021-06-09,09/06/2021,8:40am - 9:25am,Case attended venue,2021-06-13,13/06/2021,16:49:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:40:00,09:25:00,2,4.0
